Date;Open;High;Low;Close;Adj Close;Volume
2022-02-11;2051.26;2074.06;2016.41;2030.15;2030.15;4164960000
2022-02-10;2082.51;2105.21;2039.62;2051.16;2051.16;4490500000
2022-02-09;2046.76;2083.5;2046.76;2083.5;2083.5;3662810000
2022-02-08;2012.46;2047.82;2011.37;2045.37;2045.37;3509330000
2022-02-07;2002.38;2027.91;2000.4;2012.6;2012.6;3291600000
2022-02-04;1990.92;2016.38;1968.61;2002.36;2002.36;3673700000
2022-02-03;2027.73;2027.73;1988.41;1991.03;1991.03;3596830000
2022-02-02;2051.64;2054.72;2013.59;2029.52;2029.52;3777170000
2022-02-01;2028.78;2052.85;2003.38;2050.74;2050.74;3796450000
2022-01-31;1968.09;2028.45;1960.11;2028.45;2028.45;4001950000
2022-01-28;1931.14;1968.51;1901.36;1968.51;1968.51;3936030000
2022-01-27;1978.08;2007.23;1925.45;1931.29;1931.29;4074330000
2022-01-26;2006.04;2048.35;1958.34;1976.46;1976.46;4046270000
2022-01-25;2030.82;2030.84;1966.1;2004.03;2004.03;3989420000
2022-01-24;1986.45;2038.66;1931.44;2033.51;2033.51;5172540000
2022-01-21;2022.55;2043.51;1987.91;1987.92;1987.92;3945810000
2022-01-20;2063.86;2104.59;2022.2;2024.04;2024.04;3473060000
2022-01-19;2097.56;2109.23;2062.18;2062.78;2062.78;3387370000
2022-01-18;2160.35;2160.35;2094.93;2096.23;2096.23;3324960000
2022-01-14;2157.99;2162.46;2126.12;2162.46;2162.46;3483530000
2022-01-13;2177.06;2196.74;2154.46;2159.44;2159.44;3539830000
2022-01-12;2194.94;2210.28;2169.42;2176.06;2176.06;3060040000
2022-01-11;2171.17;2196.65;2154.81;2194;2194;3421600000
2022-01-10;2179.07;2179.07;2133.13;2171.15;2171.15;3621800000
2022-01-07;2206.14;2220.13;2179.81;2179.81;2179.81;3279870000
2022-01-06;2194.48;2220.59;2179.29;2206.37;2206.37;3371250000
2022-01-05;2268.92;2275.32;2193.72;2194;2194;3733540000
2022-01-04;2273.18;2288.3;2255.71;2268.87;2268.87;3641050000
2022-01-03;2246.71;2284.14;2246.71;2272.56;2272.56;2775190000
2021-12-31;2245.93;2258.11;2244.85;2245.31;2245.31;2446190000
2021-12-30;2249.35;2271.82;2247.47;2248.79;2248.79;2390990000
2021-12-29;2246.35;2252.79;2236.65;2249.24;2249.24;2369370000
2021-12-28;2261.04;2274.54;2245.57;2246.51;2246.51;2217050000
2021-12-27;2242.48;2261.89;2230.33;2261.46;2261.46;2264120000
2021-12-23;2222.25;2247.63;2222.25;2241.58;2241.58;2194630000
2021-12-22;2202.43;2222.52;2195.42;2221.9;2221.9;2439570000
2021-12-21;2141.41;2203.02;2141.41;2202.95;2202.95;2564370000
2021-12-20;2170.97;2170.97;2107.68;2139.87;2139.87;3395780000
